nome,descricao,ano_ini,ano_fim,link
RENACEE_MD,"Rede Nacional de Educação e Extensão Meninas Digitais. Iniciativa aprovada na chamada CNPq/MCTI/Mulheres n° 31/2023 e coordenada pela Profa. Luciana Cardoso de Castro Salgado (UFF). Esta parceria nacional fortalece nossas ações com o objetivo de aumentar a participação feminina nas áreas STEM, diminuir a evasão das estudantes nos cursos de Computação e estimular a igualdade de gênero.",2025,2027,
